Rank,Occurrences,Lemma,ENGLISH
1200,178300,よい,good
1201,178249,計,total
1202,178155,ビル,building
1203,177968,秋田,Akita
1204,177649,長崎,Nagasaki
1205,177487,組合,union
1206,177320,死去,passed away
1207,176990,事項,matter
1208,176925,オープン,open
1209,176803,愛称,Nickname
1210,176763,アナウンサー,announcer
1211,176709,含ま,Contains
1212,176482,台湾,Taiwan
1213,176248,生物,living thing
1214,175798,方式,method
1215,175734,個,Individual
1216,175598,路,road
1217,175401,各国,each country
1218,175360,辞典,dictionary
1219,175283,労働,labor
1220,175151,動物,animal
1221,175031,地図,map
1222,175029,大戦,Great War
1223,174994,１,1
1224,174627,吉田,Yoshida
1225,174540,系統,system
1226,174480,かつ,and
1227,173997,移籍,transfer
1228,173808,弾,Bullet
1229,173640,為,for the sake of
1230,173529,小林,Kobayashi
1231,173245,分野,field
1232,173155,のち,after
1233,173139,成立,Established
1234,173139,再度,again
1235,173125,美術,art
1236,172965,好き,like
1237,172925,恋,love
1238,172874,山本,Yamamoto
1239,172661,テスト,test
1240,172613,課,Division
1241,172482,市民,citizen
1242,172194,本部,Headquarters
1243,172110,博士,doctor
1244,172043,品,Goods
1245,171998,ローマ,Rome
1246,171936,整備,Maintenance
1247,171892,杯,cup
1248,171648,来,Next
1249,171357,記,Record
1250,171231,血液,blood
1251,171171,石川,Ishikawa
1252,170283,博物館,museum
1253,169971,存続,survival
1254,169761,属,genus
1255,169686,メイン,Main
1256,169664,コミュニティ,community
1257,169650,九州,Kyushu
1258,169615,引退,retirement
1259,169559,ソフト,soft
1260,169521,もと,source
1261,169434,説,theory
1262,169342,中継,relay
1263,169265,ゲスト,guest
1264,169227,古い,old
1265,169136,レコード,record
1266,168964,展開,Deployment
1267,168858,ただ,just
1268,168789,全日本,All Japan
1269,168720,ステージ,stage
1270,168505,仙台,Sendai
1271,168383,期限,deadline
1272,168231,赤,red
1273,168083,工業,industry
1274,167982,ふ,debt
1275,167900,美,beauty
1276,167859,工場,factory
1277,167506,初期,initial
1278,167223,朝鮮,Korea
1279,167091,挙げ,List
1280,166823,明らか,clear
1281,166400,背番号,Uniform number
1282,166271,伊藤,Ito
1283,166095,カップ,cup
1284,165920,範囲,range
1285,165696,議会,parliament
1286,165309,伴い,accompanying
1287,165157,装置,Device
1288,165041,講談社,Kodansha
1289,164989,よる,evening
1290,164822,準,quasi
1291,164385,松本,Matsumoto
1292,164373,ごと,every
1293,164121,求め,seeking
1294,163912,ぶり,Yellowtail
1295,163843,清,Qing
1296,163764,スタッフ,staff
1297,163682,活躍,Active
1298,163675,かけ,Kake
1299,163569,成功,success
1300,163497,ミュージック,Music
1301,163323,入っ,Enter
1302,163090,太郎,Taro
1303,162905,形成,formation
1304,162865,改善,improvement
1305,162820,自動,automatic
1306,162560,即時,Immediately
1307,162369,白,White
1308,162214,ロード,Load
1309,162177,主人公,main character
1310,162161,様々,various
1311,162120,スター,star
1312,162086,チャンネル,Channel
1313,161715,界,world
1314,161700,アカデミー,academy
1315,161684,ホール,hole
1316,161484,自ら,oneself
1317,161377,安全,safety
1318,161029,富山,Toyama
1319,161014,スタジオ,studio
1320,160936,試験,test
1321,160851,コーナー,corner
1322,160735,おら,Ola
1323,160696,限り,as long as
1324,160673,自動的,automatically
1325,160464,もしくは,or
1326,160345,人気,Popularity
1327,160160,に対し,against
1328,159898,由来,Origin
1329,159479,報道,news coverage
1330,159373,外国,foreign country
1331,159315,日付,date
1332,159226,実,fruit
1333,158877,法律,law
1334,158801,改正,Amendment
1335,158592,器,vessel
1336,158572,じゃ,well
1337,158547,著名,Famous
1338,158537,亜,sub
1339,158484,同時に,at the same time
1340,158458,にかけて,over
1341,158367,検索,search
1342,158287,関東,Kanto
1343,158261,くる,come
1344,157914,順位,rank
1345,157861,空,Sky
1346,157661,値,value
1347,157590,自体,itself
1348,157441,該当,Applicable
1349,157352,敗,Defeat
1350,157185,宣伝,Advertisement
1351,156967,取得,acquisition
1352,156890,宗,sect
1353,156474,敵,enemy
1354,155804,ジャンル,Genre
1355,155789,ほぼ,almost
1356,155691,伝説,Legend
1357,155085,学科,Department
1358,155061,加藤,Kato
1359,155015,渡辺,Watanabe
1360,154944,―,―
1361,154782,ジョン,John
1362,154780,技,Technique
1363,154615,含め,including
1364,154601,コンピュータ,Computer
1365,154540,てる,Teru
1366,154346,銀行,Bank
1367,154216,ソング,song
1368,154165,メディア,media
1369,154134,流,flow
1370,154025,思う,think
1371,153995,武,Takeshi
1372,153892,兵,soldier
1373,153703,座標,Coordinate
1374,153616,青,blue
1375,153238,効果,effect
1376,153155,国鉄,National Railways
1377,152886,帯,band
1378,152485,つけ,Dipping
1379,152435,緯度,latitude
1380,152430,予選,Qualifying
1381,152415,都道府県,prefectures
1382,152369,演奏,performance
1383,152357,黒,black
1384,152215,回数,number of times
1385,152086,ボタン,button
1386,151938,電子,electronic
1387,151795,批判,criticism
1388,151702,ワールド,world
1389,151656,工事,construction
1390,151650,題材,subject matter
1391,151633,距離,distance
1392,151604,機構,mechanism
1393,151418,ゆ,hot water
1394,151287,温泉,hot spring
1395,151221,大学院,graduate school
1396,150767,２,2
1397,150653,沿革,History
1398,150532,エピソード,episode
1399,150524,姫,princess
1400,150223,伝,Tradition
1401,150215,取締役,director
1402,150180,植物,plant
1403,150069,元年,first year
1404,149985,奈良,Nara
1405,149983,ベース,base
1406,149868,茨城,Ibaraki
1407,149772,＆,&
1408,149723,結成,formation
1409,149621,体重,body weight
1410,149564,経度,longitude
1411,149424,改称,Renamed
1412,149332,死,death
1413,149282,書籍,books
1414,149245,民族,People
1415,149243,アーカイブ,archive
1416,148753,文化財,cultural assets
1417,148710,号線,line
1418,148562,刑事,detective
1419,148509,業務,business
1420,148485,仕事,work
1421,148445,市場,market
1422,148360,条件,conditions
1423,148291,処理,process
1424,148268,プレビュー,preview
1425,148212,発展,development
1426,147999,砲,cannon
1427,147692,順,order
1428,147378,劇,play
1429,146920,大きく,big
1430,146911,電話,phone
1431,146829,経験,experience
1432,146705,業,business
1433,146549,しまい,Sisters
1434,146271,検討,Consider
1435,146170,変化,change
1436,146108,連載,Serialization
1437,145949,天皇,Emperor
1438,145865,料理,cooking
1439,145439,飛行,flight
1440,145407,日本人,Japanese
1441,145211,地震,earthquake
1442,145161,案,proposal
1443,145130,通算,total
1444,145011,良,good
1445,144963,ラグビー,rugby
1446,144909,末,end
1447,144637,著,Author
1448,144566,ロンドン,London
1449,144481,和,sum
1450,144455,職業,Profession
1451,144450,用語,term
1452,144334,立,standing
1453,144078,除い,except
1454,144075,歴,history
1455,143906,欄,column
1456,143549,名義,Name
1457,143331,インド,India
1458,143305,クラス,class
1459,143249,李,Lee
1460,143238,性格,personality
1461,143234,規模,scale
1462,143218,全く,absolutely
1463,143159,ツアー,Tours
1464,143149,スケート,skate
1465,143147,例えば,for example
1466,143008,教員,faculty
1467,142768,致し,I will
1468,142694,め,eye
1469,142686,徳島,Tokushima
1470,142637,店舗,store
1471,142433,坂,Slope
1472,142419,商業,commercial
1473,142368,記入,fill in
1474,142368,新設,Newly established
1475,142146,政策,policy
1476,141846,大分,Oita
1477,141773,介,Intermediate
1478,141141,画,picture
1479,141118,宗教,religion
1480,140448,現状,current situation
1481,140222,根拠,basis
1482,140148,秋,autumn
1483,140014,示し,show
1484,139982,ライセンス,license
1485,139860,平均,average
1486,139854,メーカー,Maker
1487,139620,宮,Palace
1488,139523,桜,cherry blossoms
1489,139424,度度,degree
1490,139323,空間,space
1491,139308,井上,Inoue
1492,139219,パリ,Paris
1493,139213,旅,Journey
1494,139118,清水,Shimizu
1495,139104,半,half
1496,138975,人員,personnel
1497,138780,障害,hindrance
1498,138578,示す,show
1499,138573,使い,use
1500,138422,方向,direction
1501,138384,一度,one time
1502,138335,コース,course
1503,138300,名誉,honor
1504,138152,そのまま,As is
1505,137895,宮城,Miyagi
1506,137631,装備,Equipment
1507,137553,適切,appropriate
1508,137421,週刊,Weekly
1509,137288,令和,Reiwa
1510,137173,輸送,transportation
1511,137030,タイ,Thailand
1512,136955,魔,devil
1513,136870,移行,transfer
1514,136595,ワールドカップ,World Cup
1515,136374,逆,reverse
1516,136257,とか,And
1517,136160,強い,strong
1518,136076,ろ,reactor
1519,135991,乗車,ride
1520,135931,初版,First edition
1521,135836,支持,support
1522,135587,書き換え,rewrite
1523,135460,航空機,aircraft
1524,135423,もう,already
1525,135311,息子,son
1526,135262,製品,product
1527,135224,従来,Conventional
1528,135056,入れ,Get in
1529,135040,カナダ,Canada
1530,135026,出来,Done
1531,135010,領,territory
1532,134972,’,’
1533,134953,メートル,meter
1534,134931,ログ,log
1535,134855,文書,documents
1536,134772,以来,Since then
1537,134600,ツール,tool
1538,133825,宮崎,Miyazaki
1539,133760,王座,throne
1540,133752,おき,Oki
1541,133671,ビデオ,video
1542,133489,バレーボール,volleyball
1543,133477,状,condition
1544,133432,タイプ,type
1545,133244,症,disease
1546,132914,主題歌,theme song
1547,132615,違い,difference
1548,132270,まだ,still
1549,132156,延長,extension
1550,132136,一環,part of
1551,132065,区分,classification
1552,131982,仁,Jin
1553,131967,足,feet
1554,131835,軌道,orbit
1555,131797,単位,unit
1556,131700,防衛,defense
1557,131681,トップ,Top
1558,131658,開設,Opening
1559,131535,魔法,magic
1560,131402,得る,obtain
1561,131397,命,life
1562,131373,福井,Fukui
1563,131286,殺人,murder
1564,131205,夫,husband
1565,131156,司令,command
1566,131120,青森,Aomori
1567,131011,投手,pitcher
1568,130771,僕,I
1569,130745,タグ,tag
1570,130647,実行,execution
1571,130436,直接,directly
1572,130358,レギュラー,regular
1573,130340,商品,merchandise
1574,130264,継承,inheritance
1575,130254,紀元前,B.C.
1576,130014,歴代,successive generations
1577,129992,お笑い,comedy
1578,129578,申し訳,I'm sorry
1579,129492,新宿,Shinjuku
1580,129434,安,Cheap
1581,129295,園,garden
1582,129076,近代,modern times
1583,129009,フリー,free
1584,128933,途中,in the middle
1585,128820,どこ,where
1586,128675,東日本,eastern japan
1587,128670,選,Selection
1588,128663,インターネット,internet
1589,128487,拡大,expansion
1590,128234,チャート,chart
1591,128073,東京大学,University of Tokyo
1592,128052,精神,spirit
1593,127930,移転,transfer
1594,127844,戦士,warrior
1595,127804,谷,valley
1596,127750,あまり,not much
1597,127303,対戦,match
1598,127145,幅,width
1599,127004,オーストラリア,Australia
1600,126898,諸,various
1601,126843,ジャパン,Japan
1602,126833,感染,infection
1603,126678,なか,inside
1604,126657,機械,machine
1605,126623,出生,Birth
1606,126501,絵,picture
1607,126448,発,Departure
1608,126346,古代,ancient
1609,125984,こそ,Kokoro
1610,125983,ポイント,point
1611,125879,ネットワーク,network
1612,125695,兼,and
1613,125641,機動,maneuver
1614,125554,山形,Yamagata
1615,125480,化学,chemistry
1616,125407,イングランド,England
1617,125249,被害,damage
1618,125240,地下鉄,subway
1619,125192,東北,Tohoku
1620,124890,区域,area
1621,124869,海外,abroad
1622,124816,永,Eternal
1623,124729,朝日新聞,Asahi Shimbun
1624,124694,あと,After
1625,124601,特記,Special note
1626,124591,いくつ,how many
1627,124490,差,difference
1628,124281,人々,people
1629,124187,責任,responsibility
1630,124186,彼ら,they
1631,124034,公立,public
1632,123614,美術館,art museum
1633,123573,すでに,already
1634,123479,付き,with
1635,123350,バスケットボール,basketball
1636,123343,南部,southern
1637,123276,さらなる,Further
1638,123275,所有,possession
1639,123259,ぬ,Nu
1640,123158,速度,speed
1641,123098,陽,Yang
1642,122538,インタビュー,interview
1643,122381,規定,regulations
1644,122364,操作,operation
1645,122205,付近,near
1646,122170,ロボット,robot
1647,122114,民,people
1648,122055,条約,treaty
1649,121986,志,Will
1650,121940,復活,revival
1651,121722,藤原,Fujiwara
1652,121618,合わせ,Matching
1653,121565,農業,Agriculture
1654,121517,欧州,Europe
1655,121143,駆逐,Destroy
1656,121139,っ,Wow
1657,121065,発電,power generation
1658,121062,顔,face
1659,120831,軍事,military
1660,120812,提示,presentation
1661,120738,支配,control
1662,120633,特殊,Special
1663,120622,インターチェンジ,interchange
1664,120531,既に,already
1665,120486,やすく,easily
1666,120461,川崎,Kawasaki
1667,120441,引用,Quote
1668,120415,サブ,sub
1669,120402,基地,base
1670,120352,ドル,dollar
1671,120006,考える,think
1672,119978,同じく,Similarly
1673,119932,兄弟,Brother
1674,119871,宣言,declaration
1675,119843,事務,Office work
1676,119723,ひとつ,one
1677,119490,施行,enforcement
1678,119288,泉,Izumi
1679,119055,社名,Company name
1680,118894,アクセス,access
1681,118881,だろ,Right?
1682,118810,オランダ,Netherlands
1683,118730,首相,prime minister
1684,118676,貴族,nobility
1685,118658,未来,future
1686,118565,竜,dragon
1687,118403,栃木,Tochigi
1688,118196,教,teaching
1689,118139,フィギュア,figure
1690,118096,東映,Toei
1691,118078,スタブ,stub
1692,117992,ユニット,unit
1693,117860,動画,movie
1694,117804,破壊,destruction
1695,117756,市長,Mayor
1696,117756,華,flower
1697,117542,手動,manual
1698,117504,継続,continuation
1699,117481,土曜,Saturday
1700,117414,タレント,talent
1701,117363,接続,connection
1702,117234,テレビ東京,TV Tokyo
1703,117161,湖,lake
1704,117070,同意,consent
1705,116961,創立,Founding
1706,116916,東海,Tokai
1707,116897,選択,choice
1708,116857,認定,Certification
1709,116803,池田,Ikeda
1710,116744,むら,Unevenness
1711,116686,って,That's it
1712,116680,総務,general affairs
